sentence,label_name,label_ID,language,source,annotator
Immigration should be managed in a way that is proportionate to the needs of the country and its people.,Public Opinion,12,English,data-augmentation,G01374665
The International Organization for Migration (IOM) is the world's largest refugee agency.,External Regulation and Reputation,14,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the issue of immigration.",Political,13,English,data-augmentation,G01374665
The United Nations High Commissioner for Refugees (UNHCR) is the world's largest refugee agency.,Morality,3,English,data-augmentation,G01374665
Immigration policies should take into account the interests of the United States and other countries in which it operates.,Other,15,English,data-augmentation,G01374665
Immigration has been a major issue in the US presidential election.,Economic,1,English,data-augmentation,G01374665
Immigration is one of the most important issues facing the United States.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
Immigration is an issue that affects all of us.,Quality of Life,10,English,data-augmentation,G01374665
The US Supreme Court is considering whether states can ban same-sex marriage.,Fairness and Equality,4,English,data-augmentation,G01374665
Same-sex marriage is a victory for human rights and social justice.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
A new study suggests that same-sex marriage can have a positive impact on people's mental health.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
India's Supreme Court has struck down a ban on gay couples getting married in the country.,Cultural Identity,11,English,data-augmentation,G01374665
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at public opinion on the issue.",Public Opinion,12,English,data-augmentation,G01374665
BBC News takes a look at some of the issues surrounding same-sex marriage in the UK.,Morality,3,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,Capacity and Resources,2,English,data-augmentation,G01374665
BBC News takes a look at some of the benefits of same-sex marriage.,Quality of Life,10,English,data-augmentation,G01374665
The European Court of Human Rights (ECHR) is due to rule on whether same-sex marriage should be legalised across the continent.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at the health and safety benefits of same-sex marriage.",Health and Safety,9,English,data-augmentation,G01374665
Same-sex marriage is now legal in more than 20 countries around the world.,External Regulation and Reputation,14,English,data-augmentation,G01374665
BBC News takes a look at some of the key issues surrounding same-sex marriage in the UK.,Political,13,English,data-augmentation,G01374665
The European Court of Human Rights has ruled that same-sex couples should have the same legal rights as heterosexual couples.,Crime and Punishment,7,English,data-augmentation,G01374665
The Pentagon says it has no plans to change its policy on same-sex marriage.,Security and Defense,8,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo considers the issue of same-sex marriage.",Other,15,English,data-augmentation,G01374665
"Same-sex couples should have the same right to marry as opposite-sex couples, as everyone should be treated equally.",Fairness and Equality,4,English,data-augmentation,G01374665
"Same-sex marriage is a matter of basic human rights and dignity, and it is long overdue.","Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
Same-sex marriage is now legal in England and Wales.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
BBC News takes a look at some of the key issues surrounding same-sex marriage in the UK.,Cultural Identity,11,English,data-augmentation,G01374665
Same-sex marriage is now legal in more than half of the world's countries.,Public Opinion,12,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,Morality,3,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,Capacity and Resources,2,English,data-augmentation,G01374665
"Same-sex couples who are able to marry have access to important legal protections and benefits, and can improve their overall quality of life.",Quality of Life,10,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at the health and safety benefits of same-sex marriage.",Health and Safety,9,English,data-augmentation,G01374665
Countries that allow same-sex marriage can improve their international reputation and attract LGBTQ+ tourists and businesses.,External Regulation and Reputation,14,English,data-augmentation,G01374665
BBC News takes a look at some of the key issues surrounding same-sex marriage in the UK.,Political,13,English,data-augmentation,G01374665
The European Court of Human Rights (ECHR) has ruled that same-sex couples have a fundamental right to marry.,Crime and Punishment,7,English,data-augmentation,G01374665
The Pentagon has said it will not oppose same-sex marriage in states where it is legal.,Security and Defense,8,English,data-augmentation,G01374665
How do you discuss same-sex marriage?,Other,15,English,data-augmentation,G01374665
Same-sex couples should be able to marry and have their relationships recognized as equal to those of opposite-sex couples.,Fairness and Equality,4,English,data-augmentation,G01374665
The European Court of Human Rights (ECHR) has ruled that same-sex marriage should be legalised across the continent.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states and the District of Columbia.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
The European Court of Human Rights (ECHR) has ruled in favour of same-sex marriage across the continent.,Cultural Identity,11,English,data-augmentation,G01374665
BBC News takes a look at the changing attitudes towards same-sex marriage around the world.,Public Opinion,12,English,data-augmentation,G01374665
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at some of the key issues surrounding the issue.",Morality,3,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,Capacity and Resources,2,English,data-augmentation,G01374665
The US Supreme Court has ruled that same-sex marriage is legal in all 50 states.,Quality of Life,10,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states and the District of Columbia.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"As the US Supreme Court prepares to hear arguments on whether same-sex marriage should be legal in all 50 states and the District of Columbia, the American Civil Liberties Union (ACLU) looks at some of the ways same-sex marriage can improve the health and safety of LGBTQ+ individuals.",Health and Safety,9,English,data-augmentation,G01374665
"Countries that allow same-sex marriage can improve their international reputation and enhance their standing as progressive, inclusive societies.",External Regulation and Reputation,14,English,data-augmentation,G01374665
The European Court of Human Rights (ECHR) has ruled in favour of same-sex marriage across the continent.,Political,13,English,data-augmentation,G01374665
"In our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at some of the challenges faced by the lesbian, gay, bisexual, transgender (LGBT) community.",Crime and Punishment,7,English,data-augmentation,G01374665
Same-sex marriage is legal in more than half of the world's countries.,Security and Defense,8,English,data-augmentation,G01374665
"In our series of letters from African journalists, filmmaker and columnist Ahmed Rashid looks at the issue of same-sex marriage.",Other,15,English,data-augmentation,G01374665
"Same-sex marriage can have a positive impact on the economy, as it can lead to increased spending, job creation and tax revenue.",Economic,1,English,data-augmentation,G01374665
Same-sex marriage has the potential to transform the lives of same-sex couples across the United States.,Capacity and Resources,2,English,data-augmentation,G01374665
Same-sex marriage is now legal in England and Wales.,Fairness and Equality,4,English,data-augmentation,G01374665
BBC News takes a look at some of the key issues surrounding same-sex marriage around the world.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
The United States is the latest country to legalise same-sex marriage.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"As same-sex marriage is now legal in all 50 states and the District of Columbia, there is a growing body of evidence to support its benefits.",Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
"In our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at some of the challenges faced by the continent's lesbian, gay, bisexual and transgender (LGBT) community.",Crime and Punishment,7,English,data-augmentation,G01374665
Same-sex marriage is legal in more than half of the world's countries.,Security and Defense,8,English,data-augmentation,G01374665
"As the US Supreme Court considers whether same-sex marriage should be legal in all 50 states, we take a look at some of the health and safety benefits of same-sex marriage.",Health and Safety,9,English,data-augmentation,G01374665
"As the US Supreme Court considers whether same-sex marriage should be legal in all 50 states, we look at some of the ways same-sex marriage can improve the lives of LGBTQ+ people.",Quality of Life,10,English,data-augmentation,G01374665
The European Court of Human Rights (ECHR) has ruled in favour of same-sex marriage across the continent.,Cultural Identity,11,English,data-augmentation,G01374665
BBC News takes a look at the changing attitudes towards same-sex marriage around the world.,Public Opinion,12,English,data-augmentation,G01374665
Same-sex marriage has the potential to transform the lives of gay and lesbian people around the world.,External Regulation and Reputation,14,English,data-augmentation,G01374665
"Same-sex marriage has become a highly politicized issue, with political parties and interest groups at odds over the issue.",Political,13,English,data-augmentation,G01374665
"As the UK prepares to become the first country in the world to legalise same-sex marriage, BBC News takes a look at some of the key issues surrounding the issue.",Morality,3,English,data-augmentation,G01374665
"Same-sex marriage has the potential to stimulate the economy by increasing consumer spending and jobs, and generating tax revenue.",Economic,1,English,data-augmentation,G01374665
The US Supreme Court has ruled that same-sex couples have a fundamental right to marry under the US Constitution.,Capacity and Resources,2,English,data-augmentation,G01374665
Same-sex marriage is a fundamental human right.,Fairness and Equality,4,English,data-augmentation,G01374665
BBC News takes a look at some of the challenges facing same-sex marriage campaigners around the world.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
BBC News takes a look at some of the countries where same-sex marriage is legal.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"The impact of same-sex marriage on mental health, social integration, and LGBTQ+ individuals should be evaluated through policy prescription and research.",Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Legalizing same-sex marriage can help to eliminate discrimination and promote social acceptance.,Crime and Punishment,7,English,data-augmentation,G01374665
Same-sex marriage does not pose a security risk and has no negative impact on national defense in most countries.,Security and Defense,8,English,data-augmentation,G01374665
"As the US Supreme Court prepares to hear arguments on whether same-sex marriage should be legal in all 50 states and the District of Columbia, the American Civil Liberties Union (ACLU) looks at some of the ways same-sex marriage can improve the health and safety of LGBTQ+ individuals.",Health and Safety,9,English,data-augmentation,G01374665
"As the US Supreme Court considers whether same-sex marriage should be legal in all 50 states, we look at some of the ways same-sex marriage can improve the lives of LGBTQ+ people.",Quality of Life,10,English,data-augmentation,G01374665
Same-sex marriage is legal in more than 30 countries around the world.,Cultural Identity,11,English,data-augmentation,G01374665
BBC News takes a look at the changing attitudes towards same-sex marriage around the world.,Public Opinion,12,English,data-augmentation,G01374665
Same-sex marriage is an important issue for many countries around the world.,External Regulation and Reputation,14,English,data-augmentation,G01374665
The European Court of Human Rights (ECHR) has ruled that same-sex marriage should be legalised in France.,Political,13,English,data-augmentation,G01374665
"As the UK prepares to become the first country in the world to legalise same-sex marriage, BBC News takes a look at some of the key issues surrounding the issue.",Morality,3,English,data-augmentation,G01374665
BBC News takes a look at some of the key issues surrounding same-sex marriage.,Other,15,English,data-augmentation,G01374665
"As same-sex marriage becomes legal across the US, more and more children are being adopted by same-sex couples.",Capacity and Resources,2,English,data-augmentation,G01374665
The European Court of Human Rights (ECHR) has ruled that Belgium's law banning same-sex marriage is unconstitutional.,Fairness and Equality,4,English,data-augmentation,G01374665
"Same-sex marriage is now legal in many countries, but some governments still refuse to recognize these unions.",External Regulation and Reputation,14,English,data-augmentation,G01374665
Gmenlik politikalarnn ardndan ampiyonluk politikalarn ardndan ampiyonluk politikalarn ardndan ampiyonluk politikalarn ardndan ampiyonluk politikalarn ardndan ampiyonluk politikalarn ardndan ampiyonluk politikalarn ardndan ampiyonluk ,Economic,1,Turkish,data-augmentation,G01374665
L'immigrazione sulla capacit e sulle risorse di un paese.,Capacity and Resources,2,Italian,data-augmentation,G01374665
"Informe de CNN, Clarissa Sebag-Montefiore (44 de agosto)",Fairness and Equality,4,Spanish,data-augmentation,G01374665
"Gmenlerin yasal stats, yasal dayana ve yarg ncesi ilemler gibi konularn belirlenmesi nemlidir.","Legality, Constitutionality, Jurisdiction",5,Turkish,data-augmentation,G01374665
Alle migratorie dalle politiche migratorie hanno essere prese in considerazione.,"Legality, Constitutionality, Jurisdiction",5,Italian,data-augmentation,G01374665
"G politikalarnn tasarm ve etkileri deerlendirilirken, politika nerileri de dikkate alnmaldr.",Policy Prescription and Evaluation,6,Turkish,data-augmentation,G01374665
La inmigracin ilegal debe ser sancionada de acuerdo con la ley.,Crime and Punishment,7,Spanish,data-augmentation,G01374665
"Informe de CNN, Clarissa Sebag-Montefiore (22 de agosto)",Security and Defense,8,Spanish,data-augmentation,G01374665
"Gmen sal ve gvenlii, g politikalarnn bir paras olarak ele alnmaldr.",Health and Safety,9,Turkish,data-augmentation,G01374665
"Informe de CNN, Clarissa Sebag-Montefiore (22 de agosto)",Quality of Life,10,Spanish,data-augmentation,G01374665
"L'Italia migranti  stato uno dei dati nell'Italia,  stato uno dei dati nell'Italia,  stato uno dei dati nell'Italia,  stato uno dei dati nell'Italia.",Cultural Identity,11,Italian,data-augmentation,G01374665
"El presidente de la Federacin Internacional de Migrantes (IMiF), Jose Manuel Barroso, afirma que el sbado sbado fue uno de los temas ms importantes.",Public Opinion,12,Spanish,data-augmentation,G01374665
Elaborato dalle sue politiche migratorie dalle sue regolamentazione esterna e la reputazione internazionale di un paese possono essere influenzate dalle sue politiche migratorie.,External Regulation and Reputation,14,Italian,data-augmentation,G01374665
Gmenlik politikalar politikalar ve ahlaki konularda iermelidirdi.,Political,13,Turkish,data-augmentation,G01374665
"In our series of letters from African journalists, filmmaker and columnist Ahmed Rashid looks at the issue of immigration.",Other,15,English,data-augmentation,G01374665
Gmenlik politikalarnn baarl bir ekilde uygulanabilmesi iin uygun bir kapasite oluturulmaldr.,Capacity and Resources,2,Turkish,data-augmentation,G01374665
Dopo i flussi migratori  essere garantita da politiche migratorie efficaci.,"Legality, Constitutionality, Jurisdiction",5,Italian,data-augmentation,G01374665
"Informe de CNN, Clarissa Sebag-Montefiore",Cultural Identity,11,Spanish,data-augmentation,G01374665
Gmenlerin haklar ve sorunlarna ilikin politikalarn adaletli olmas nemlidir.,Fairness and Equality,4,Turkish,data-augmentation,G01374665
"Italy's interior minister, Angelino Alfano, has defended the country's immigration laws, saying they are ""not fit for purpose"".",Policy Prescription and Evaluation,6,Italian,data-augmentation,G01374665
"Informe de CNN, Clarissa Sebag-Montefiore (22 de agosto)",Health and Safety,9,Spanish,data-augmentation,G01374665
Gmenlik politikalarnn ardndan politikalarnn ardndan politikalarnn ardndan politikalarnn ardndan politikalarn ardndan politikalarn ardndan politikalarn ardndan politikalarn ardndan politikalarn ardndan politikalarn ardndan politikalar,"Legality, Constitutionality, Jurisdiction",5,Turkish,data-augmentation,G01374665
"Informe de CNN, Clarissa Sebag-Montefiore (22 de agosto)",Security and Defense,8,Spanish,data-augmentation,G01374665
"El presidente of the International Organization for Migration (IOM), Antnio Guterres, cada uno de los datos de la migracin, hasta el ao.",External Regulation and Reputation,14,Spanish,data-augmentation,G01374665
La migrazione di risorse umane per la mancanza di risorse umane in alcuni settori economici.,Economic,1,Italian,data-augmentation,G01374665
Gmenlerin entegrasyonu toplumun refah ve istikrar iin nemlidir.,Quality of Life,10,Turkish,data-augmentation,G01374665
"El presidente de la Federacin Internacional de Derechos Humanos (IDH), Jorge Paulo Lemann, ha sido uno de los datos de comunicacin y cada uno de los datos de comunicacin y cada uno de los datos de comunicacin.",Public Opinion,12,Spanish,data-augmentation,G01374665
"Dopo i migranti  stato uno dei gestioni d'Italia,  stato uno dei gestioni d'Italia,  stato uno dei gestioni d'Italia,  stato uno dei gestioni d'Italia.",Crime and Punishment,7,Italian,data-augmentation,G01374665
Gmenlik politikalarnn etkililii ve uygunluu dzenli olarak deerlendirilmelidir.,Policy Prescription and Evaluation,6,Turkish,data-augmentation,G01374665
"Informe de CNN, Clarissa Sebag-Montefiore",Political,13,Spanish,data-augmentation,G01374665
"Trkiye'deki gmenler, ek skntlarla kar karyalar ve isizlik orana yksektir.",Economic,1,Turkish,data-augmentation,G01374665
"Il presidente of the European Commission, Jose Manuel Barroso, has come under fire for his handling of the migrant crisis.",Capacity and Resources,2,Italian,data-augmentation,G01374665
"Trkiye'deki gmenlerin yasall konusunda belirsizlik var ve bu durum hukuk, anayasa ve hukukun stnl ilkeleriyle elimektedir.","Legality, Constitutionality, Jurisdiction",5,Turkish,data-augmentation,G01374665
"L'immigrazione in Italia solleva questioni di giurisprudenza e costituzionalit in quanto la legge deve garantire i diritti dei migranti, ma anche quelli dei cittadini italiani.","Legality, Constitutionality, Jurisdiction",5,Italian,data-augmentation,G01374665
"Gmenlerin politika nerileri ve deerlendirmeleri, Trkiye'nin ulusal ve uluslararas ilikilerini etkiler ve bu nedenle dikkatle ele alnmas gereken bir konudur.",Policy Prescription and Evaluation,6,Turkish,data-augmentation,G01374665
"L'immigrazione in Italia solleva questioni di sicurezza e difesa, poi  necessario garantire la sicurezza dei cittadini italiani e prevenire la criminalit organizzata la migranti.",Security and Defense,8,Italian,data-augmentation,G01374665
Trkiye'de ecinsel evlilik yasal deildir ve eitlik ve adalete ilikin oluturmaktadr.,Fairness and Equality,4,Turkish,data-augmentation,G01374665
Il matrimonio tra persone dello stesso sesso in Italia solleva questioni di legalit e costituzionalit.,"Legality, Constitutionality, Jurisdiction",5,Italian,data-augmentation,G01374665
Trkiye'de ecinsel evliliklerin yasal olmamas ve hukukun stnl ilkeleriyle de elimektedir.,"Legality, Constitutionality, Jurisdiction",5,Turkish,data-augmentation,G01374665
The European Court of Human Rights (ECHR) has upheld a ruling by the European Court of Human Rights (ECHR) that the EU's anti-discrimination laws are unconstitutional.,Political,13,Italian,data-augmentation,G01374665
"Trkiye'de ecinsel evliliklerin yasaklanmas, LGBT topluluuna ynelik ayrmcl ve nefret sularn artrabilir.",Crime and Punishment,7,Turkish,data-augmentation,G01374665
Il matrimonio tra persone dello stesso sesso pu migliorare della qualit della vita delle persone lo desiderano.,Quality of Life,10,Italian,data-augmentation,G01374665
Immigration is one of the most important economic issues facing the United States.,Economic,1,English,data-augmentation,G01374665
BBC News takes a look at some of the key issues surrounding immigration.,Political,13,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the role cultural identity plays in the debate over immigration.",Cultural Identity,11,English,data-augmentation,G01374665
"In our series of letters from African journalists, filmmaker and columnist Ahmed Rashid looks at the economic benefits of immigration.",Economic,1,English,data-augmentation,G01374665
"As part of our series of letters from African-American journalists, film-maker and columnist Don Riddell looks at some of the issues surrounding immigration.",Political,13,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the experiences of immigrants who have moved to a new country.",Cultural Identity,11,English,data-augmentation,G01374665
"The economic impact of immigration can vary widely depending on factors such as the skill level and education of the immigrant population, or the specific industry sectors in which they are employed.",Economic,1,English,data-augmentation,G01374665
"US President Donald Trump's administration has taken a hardline stance on immigration, with his administration announcing plans to build a wall along the US border with Mexico.",Political,13,English,data-augmentation,G01374665
"In our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at the issue of cultural identity.",Cultural Identity,11,English,data-augmentation,G01374665
"In our series of letters from African journalists, filmmaker and columnist Ahmed Rashid looks at the economic benefits of immigration.",Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
The number of immigrants to the United States has increased dramatically in recent years.,Quality of Life,10,English,data-augmentation,G01374665
Immigration is one of the most important issues facing the world today.,Political,13,English,data-augmentation,G01374665
Public opinion on immigration varies greatly depending on the region and demographics of the population.,Public Opinion,12,English,data-augmentation,G01374665
The United Nations estimates that the world's population will more than double to 9 billion by 2050 if current trends continue.,Economic,1,English,data-augmentation,G01374665
"As part of our series of letters from African journalists, filmmaker and columnist Ahmed Rashid looks at the issue of immigration.",Security and Defense,8,English,data-augmentation,G01374665
"In the wake of Donald Trump's victory in the US presidential election, the BBC News website takes a look at some of the key issues surrounding immigration.",Other,15,English,data-augmentation,G01374665
Voters in the United States go to the polls on 8 November to choose their preferred candidate for president.,Public Opinion,12,English,data-augmentation,G01374665
"As part of our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at the impact of immigration on communities.",Quality of Life,10,English,data-augmentation,G01374665
"In the run-up to the general election on 8 June, BBC News takes a look at some of the key issues facing voters.",Political,13,English,data-augmentation,G01374665
Views on immigration vary widely from country to country.,Public Opinion,12,English,data-augmentation,G01374665
"In our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at some of the key issues surrounding immigration.",Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
BBC News takes a look at some of the challenges faced by immigrants in the UK.,Quality of Life,10,English,data-augmentation,G01374665
"As part of our series of letters from African journalists, filmmaker and columnist Ahmed Rashid looks at the issue of immigration.",Cultural Identity,11,English,data-augmentation,G01374665
"Public opinion on immigration can be influenced by personal experiences, cultural values, and media portrayals.",Public Opinion,12,English,data-augmentation,G01374665
There are more than 40 million immigrants living in the United States.,Capacity and Resources,2,English,data-augmentation,G01374665
Immigration is one of the most hotly debated issues in American politics.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Views on immigration vary widely across the world.,Public Opinion,12,English,data-augmentation,G01374665
BBC News takes a look at some of the challenges faced by immigrants in the UK.,Fairness and Equality,4,English,data-augmentation,G01374665
A country's immigration policy affects the flow of people into and out of that country.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Views on immigration vary widely across the world.,Public Opinion,12,English,data-augmentation,G01374665
BBC News takes a look at some of the challenges faced by immigrants in the UK.,Cultural Identity,11,English,data-augmentation,G01374665
Immigration is a major issue in the United States.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Views on immigration vary widely from country to country.,Political,13,English,data-augmentation,G01374665
Immigrants come to the United States from around the world in search of a better life.,Cultural Identity,11,English,data-augmentation,G01374665
Immigration is the movement of people between countries.,External Regulation and Reputation,14,English,data-augmentation,G01374665
"Public opinion on immigration can be shaped by a number of factors, including:",Public Opinion,12,English,data-augmentation,G01374665
"As part of our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at some of the challenges faced by immigrants to the United States.","Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the impact of immigration on the continent.",Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Views on immigration vary widely across the world.,Public Opinion,12,English,data-augmentation,G01374665
BBC News takes a look at some of the challenges faced by immigrants in the UK.,Cultural Identity,11,English,data-augmentation,G01374665
"The number of illegal immigrants in the United States has more than doubled in the past five years, according to the US Department of Labor.",Economic,1,English,data-augmentation,G01374665
Health and safety is a major concern for many countries around the world.,Health and Safety,9,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the impact of immigration on communities.",Cultural Identity,11,English,data-augmentation,G01374665
"The number of foreign-born workers in the United States has more than doubled in the past five years to more than 11 million, according to the US Department of Labor.",Economic,1,English,data-augmentation,G01374665
"More than half a million people in the United States are undocumented, according to the US Department of Homeland Security.",Fairness and Equality,4,English,data-augmentation,G01374665
"As the world's population continues to grow, so does the number of immigrants.",Cultural Identity,11,English,data-augmentation,G01374665
More than half a million people have moved to the UK from other parts of the world in the past five years.,Public Opinion,12,English,data-augmentation,G01374665
Health and safety of immigrants is a priority for the US Department of Health and Human Services.,Health and Safety,9,English,data-augmentation,G01374665
"As part of World Mental Health Day, BBC News takes a look at some of the challenges faced by immigrants in the UK.",Quality of Life,10,English,data-augmentation,G01374665
More than half of the world's population lives in developing countries.,Fairness and Equality,4,English,data-augmentation,G01374665
"Homelessness among immigrants in the United States is on the rise, according to the US Department of Housing and Urban Development.",Quality of Life,10,English,data-augmentation,G01374665
"Immigrants make up more than half of the workforce in the US, but they make up less than 5% of the population.",Cultural Identity,11,English,data-augmentation,G01374665
More than half a million people from developing countries have arrived in the United States in the past five years.,Economic,1,English,data-augmentation,G01374665
"The health and safety of immigrants can be threatened by inadequate or inaccessible social services, such as education, housing, or emergency medical care.",Health and Safety,9,English,data-augmentation,G01374665
The impact of immigration on mental health can be profound.,Cultural Identity,11,English,data-augmentation,G01374665
"More than half a million people from developing countries live in the United States, according to the US Department of Health and Human Services.",Health and Safety,9,English,data-augmentation,G01374665
More than half a million people have moved to the UK from other parts of the world in the past five years.,Economic,1,English,data-augmentation,G01374665
"More than half a million people from developing countries are estimated to be living in the UK, according to the Office for National Statistics.",Economic,1,English,data-augmentation,G01374665
"As part of World Mental Health Day, BBC News takes a look at the mental health of immigrants.",Morality,3,English,data-augmentation,G01374665
More than half a million children in the UK are under the age of five.,Economic,1,English,data-augmentation,G01374665
"More than half of all small businesses in the US are owned by immigrants, according to the US Small Business Administration.",Quality of Life,10,English,data-augmentation,G01374665
"In our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at the impact of immigration on communities.",Cultural Identity,11,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at some of the challenges faced by immigrants to the United States.",Cultural Identity,11,English,data-augmentation,G01374665
"As part of the UK's Year of Immigrants, BBC News takes a look at some of the challenges faced by those living in the country illegally.","Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"As part of our series of letters from African journalists, filmmaker and columnist Ahmed Rashid looks at some of the health and safety issues faced by migrants working in Africa.",Health and Safety,9,English,data-augmentation,G01374665
Immigration is one of the biggest challenges facing developing countries.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the issue of immigration.",Morality,3,English,data-augmentation,G01374665
The United Nations Population Fund (UNFPA) estimates that more than half a billion people in the world are immigrants.,Fairness and Equality,4,English,data-augmentation,G01374665
Immigration is one of the most divisive issues of our time.,Fairness and Equality,4,English,data-augmentation,G01374665
Immigration is a major issue in the United States.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
"In the wake of President Donald Trump's announcement that he intends to build a border wall with Mexico, the American Immigration Lawyers Association (AILA) calls on the Trump administration to end the policy of separating children from their parents at the border.",Health and Safety,9,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the morality of immigration.",Morality,3,English,data-augmentation,G01374665
Immigration is one of the biggest challenges facing the US economy.,Capacity and Resources,2,English,data-augmentation,G01374665
The United States is a nation of immigrants.,Fairness and Equality,4,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the issue of immigration.",Morality,3,English,data-augmentation,G01374665
"As part of our series of letters from African journalists, filmmaker and columnist Ahmed Rashid looks at some of the key issues surrounding immigration.",Capacity and Resources,2,English,data-augmentation,G01374665
The American Medical Association (AMA) has called on the Trump administration to end its policy of separating children from their parents at the border.,Morality,3,English,data-augmentation,G01374665
"More than half of the workforce in the US is made up of immigrants, according to the US Department of Labor.",Capacity and Resources,2,English,data-augmentation,G01374665
The European Court of Human Rights (ECHR) has upheld the right of migrants to live and work in the EU.,Fairness and Equality,4,English,data-augmentation,G01374665
The United Nations refugee agency (UNHCR) has warned that the number of children crossing the border illegally is on the rise.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
More than half a million people have come to the United States illegally in the past five years.,Cultural Identity,11,English,data-augmentation,G01374665
The Trump administration's policy of separating children from their parents at the US-Mexico border has drawn criticism from human rights groups.,Morality,3,English,data-augmentation,G01374665
Immigration is an issue that affects all of us.,Cultural Identity,11,English,data-augmentation,G01374665
The United Nations High Commissioner for Refugees (UNHCR) is the world's largest refugee agency.,Security and Defense,8,English,data-augmentation,G01374665
The right to a fair trial is a fundamental human right.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
Immigration is a major issue for many countries.,External Regulation and Reputation,14,English,data-augmentation,G01374665
"The United States should be a nation of laws, not deportations.",Crime and Punishment,7,English,data-augmentation,G01374665
The United Nations Office on Drugs and Crime (UNODC) and the International Organization for Migration (IOM) are working together to help countries improve their immigration policies.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
The United Nations Population Fund (UNFPA) and the International Organization for Migration (IOM) are working together to strengthen regional efforts to reduce migration.,Economic,1,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmedou Ould-Abdallah looks at the role of immigrants in national security.",Security and Defense,8,English,data-augmentation,G01374665
Immigration should not be a one-size-fits-all issue.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
The United Nations refugee agency (UNHCR) has called on the Trump administration to end its policy of separating children from their parents at the border.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
